hgnc_id	entrez_id	ensembl_gene_id	location_sortable	symbol	name	gene_family	pubmed_id
HGNC:25793	65979	ENSG00000204138	01p35.3	PHACTR4	phosphatase and actin regulator 4	Phosphatase and actin regulators|Protein phosphatase 1 regulatory subunits	11483580|15107502
HGNC:10241	51808	ENSG00000164902	05q23.2	PHAX	phosphorylated adaptor for RNA export		10786834
HGNC:8912	5245	ENSG00000167085	17q21.33	PHB	prohibitin		10376528|8244394
HGNC:30306	11331	ENSG00000215021	12p13.31	PHB2	prohibitin 2		11302691|9259555
HGNC:3182	1911	ENSG00000111752	12p13.31	PHC1	polyhomeotic homolog 1	Sterile alpha motif domain containing	9121482
HGNC:3183	1912	ENSG00000134686	01p35.1	PHC2	polyhomeotic homolog 2	Sterile alpha motif domain containing	9121482|12384788
HGNC:15682	80012	ENSG00000173889	03q26.2	PHC3	polyhomeotic homolog 3	Sterile alpha motif domain containing	12167701|12384788
HGNC:8918	5251	ENSG00000102174	Xp22.11	PHEX	"phosphate regulating endopeptidase homolog, X-linked"		7550339|9070861
HGNC:8919	5252	ENSG00000112511	06p21.32	PHF1	PHD finger protein 1	PHD finger proteins|Tudor domain containing	9545646|18385154
HGNC:8920	5253	ENSG00000197724	09q22.31	PHF2	PHD finger protein 2	PHD finger proteins|Lysine demethylases	10051327|20129925
HGNC:8921	23469	ENSG00000118482	06q12	PHF3	PHD finger protein 3	PHD finger proteins	11856869
HGNC:18000	84844	ENSG00000100410	22q13.2	PHF5A	PHD finger protein 5A	PHD finger proteins	12054543|12234937|18076038
HGNC:18145	84295	ENSG00000156531	Xq26.2	PHF6	PHD finger protein 6	PHD finger proteins	12415272|15466013
HGNC:18458	51533	ENSG00000010318	03p21.1	PHF7	PHD finger protein 7	PHD finger proteins	11042152|11829468
HGNC:20672	23133	ENSG00000172943	Xp11.22	PHF8	PHD finger protein 8	PHD finger proteins|Lysine demethylases	10470851|20023638|20644565
HGNC:18250	55274	ENSG00000130024	06q27	PHF10	PHD finger protein 10	PHD finger proteins	11827455
HGNC:17024	51131	ENSG00000136147	13q14.2	PHF11	PHD finger protein 11	PHD finger proteins	10508479|15057823
HGNC:20816	57649	ENSG00000109118	17q11.2	PHF12	PHD finger protein 12	PHD finger proteins|EMSY complex	11390640
HGNC:22983	148479	ENSG00000116273	01p36.31	PHF13	PHD finger protein 13	PHD finger proteins	
HGNC:22203	9678	ENSG00000106443	07p21.3	PHF14	PHD finger protein 14	PHD finger proteins	9872452
HGNC:24566	26147	ENSG00000119403	09q33.2	PHF19	PHD finger protein 19	PHD finger proteins|Tudor domain containing	15563832
HGNC:16098	51230	ENSG00000025293	20q11.22-q11.23	PHF20	PHD finger protein 20	PHD finger proteins|Tudor domain containing	
HGNC:24280	51105	ENSG00000129292	08q24.22	PHF20L1	PHD finger protein 20-like 1	PHD finger proteins|Tudor domain containing	10810093|24492612
HGNC:24156	51317	ENSG00000135365	11p11.2	PHF21A	PHD finger protein 21A	PHD finger proteins	11214970|12032298
HGNC:25161	112885	ENSG00000056487	22q13.31	PHF21B	PHD finger protein 21B	PHD finger proteins	12477932
HGNC:28428	79142	ENSG00000040633	17p13.1	PHF23	PHD finger protein 23	PHD finger proteins	
HGNC:29180	23349	ENSG00000122733	09p13.3	PHF24	PHD finger protein 24	PHD finger proteins	10470851
HGNC:8923	26227	ENSG00000092621	01p12	PHGDH	phosphoglycerate dehydrogenase		
HGNC:37226	644844	ENSG00000233041	15q15.1	PHGR1	"proline, histidine and glycine rich 1"		
HGNC:15673	55023	ENSG00000146247	06q14.1	PHIP	pleckstrin homology domain interacting protein	WD repeat domain containing|DDB1 and CUL4 associated factors	11018022
HGNC:8925	5255	ENSG00000067177	Xq13.1	PHKA1	phosphorylase kinase regulatory subunit alpha 1		
HGNC:8926	5256	ENSG00000044446	Xp22.13	PHKA2	phosphorylase kinase regulatory subunit alpha 2		2387090
HGNC:8927	5257	ENSG00000102893	16q12.1	PHKB	phosphorylase kinase regulatory subunit beta		
HGNC:8930	5260	ENSG00000164776	07p11.2	PHKG1	phosphorylase kinase catalytic subunit gamma 1		8530014
HGNC:8931	5261	ENSG00000156873	16p11.2	PHKG2	phosphorylase kinase catalytic subunit gamma 2		2915644|8020963
HGNC:8933	22822	ENSG00000139289	12q15	PHLDA1	pleckstrin homology like domain family A member 1		12384558|15037619
HGNC:12385	7262	ENSG00000181649	11p15.4	PHLDA2	pleckstrin homology like domain family A member 2	Pleckstrin homology domain containing	9328465|9403053
HGNC:8934	23612	ENSG00000174307	01q32.1	PHLDA3	pleckstrin homology like domain family A member 3		
HGNC:23697	23187	ENSG00000019144	11q23.3	PHLDB1	pleckstrin homology like domain family B member 1	Pleckstrin homology domain containing	14532993
HGNC:29573	90102	ENSG00000144824	03q13.2	PHLDB2	pleckstrin homology like domain family B member 2	Pleckstrin homology domain containing	12376540
HGNC:30499	653583	ENSG00000176531	19q13.31	PHLDB3	pleckstrin homology like domain family B member 3	Pleckstrin homology domain containing	
HGNC:20610	23239	ENSG00000081913	18q21.33	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	"Pleckstrin homology domain containing|Protein phosphatases, Mg2+/Mn2+ dependent"	10570941|15808505
HGNC:29149	23035	ENSG00000040199	16q22.2	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	"Pleckstrin homology domain containing|Protein phosphatases, Mg2+/Mn2+ dependent"	17386267
HGNC:16815	162466	ENSG00000173868	17q21.32	PHOSPHO1	phosphoethanolamine/phosphocholine phosphatase	HAD Asp-based non-protein phosphatases	12464021
HGNC:28316	493911	ENSG00000144362	02q31.1	PHOSPHO2	"phosphatase, orphan 2"	HAD Asp-based non-protein phosphatases	16054448
HGNC:691	401	ENSG00000165462	11q13.4	PHOX2A	paired like homeobox 2a	PRD class homeoboxes and pseudogenes	8661014|11600883
HGNC:9143	8929	ENSG00000109132	04p13	PHOX2B	paired like homeobox 2b	PRD class homeoboxes and pseudogenes	9039501|10395798
HGNC:30033	29085	ENSG00000054148	09q34.3	PHPT1	phosphohistidine phosphatase 1	Protein phosphatases	11042152|8619474
HGNC:24351	57661	ENSG00000070047	11p15.5	PHRF1	PHD and ring finger domains 1	Ring finger proteins|PHD finger proteins|Protein phosphatase 1 regulatory subunits	
HGNC:8939	10745	ENSG00000116793	01p13.2	PHTF1	putative homeodomain transcription factor 1		10395808
HGNC:13411	57157	ENSG00000006576	07q11.23-q21.11	PHTF2	putative homeodomain transcription factor 2		10729229
HGNC:8940	5264	ENSG00000107537	10p13	PHYH	phytanoyl-CoA 2-hydroxylase		9326939
HGNC:23396	254295	ENSG00000175287	09q34.11	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1		12477932
HGNC:16865	9796	ENSG00000168490	08p21.3	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein		9039502|10686344
HGNC:29378	84457	ENSG00000165443	10q21.1	PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like	Fibronectin type III domain containing	11347906
HGNC:28249	85007	ENSG00000175309	05q35.3	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase		22241472
HGNC:8947	5266	ENSG00000124102	20q13.12	PI3	peptidase inhibitor 3	WAP four-disulfide core domain containing	8287685|12206714
HGNC:30031	55361	ENSG00000155252	10q24.2	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha		11244087|11279162
HGNC:18215	55300	ENSG00000038210	04p15.2	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	Minor histocompatibility antigens	11923287
HGNC:8983	5297	ENSG00000241973	22q11.21	PI4KA	phosphatidylinositol 4-kinase alpha		7961848|8662589
HGNC:8984	5298	ENSG00000143393	01q21.3	PI4KB	phosphatidylinositol 4-kinase beta		9020160|9405938
HGNC:8946	51050	ENSG00000137558	08q21.13	PI15	peptidase inhibitor 15		8882727|9473672
HGNC:21245	221476	ENSG00000164530	06p21.2	PI16	peptidase inhibitor 16	CD molecules	
HGNC:25338	196500	ENSG00000139200	12p13.31	PIANP	PILR alpha associated neural protein		12975309
HGNC:2752	8554	ENSG00000033800	15q23	PIAS1	protein inhibitor of activated STAT 1	Zinc fingers MIZ-type	9724754|9177271
HGNC:17311	9063	ENSG00000078043	18q21.1	PIAS2	protein inhibitor of activated STAT 2	Zinc fingers MIZ-type	9724754|9256341
HGNC:16861	10401	ENSG00000131788	01q21.1	PIAS3	protein inhibitor of activated STAT 3	Zinc fingers MIZ-type	10319586
HGNC:17002	51588	ENSG00000105229	19p13.3	PIAS4	protein inhibitor of activated STAT 4	Zinc fingers MIZ-type	9724754
HGNC:23352	10464	ENSG00000083535	13q21.33-q22.1	PIBF1	progesterone immunomodulatory binding factor 1		11935316
HGNC:15514	8301	ENSG00000073921	11q14.2	PICALM	phosphatidylinositol binding clathrin assembly protein		8643484
HGNC:9394	9463	ENSG00000100151	22q13.1	PICK1	protein interacting with PRKCA 1	PDZ domain containing|Classical BAR domain containing	10340301|10591208
HGNC:26084	55022	ENSG00000153823	02q36.3	PID1	phosphotyrosine interaction domain containing 1		17124247|16815647|15221005
HGNC:16491	55367	ENSG00000177595	11p15.5	PIDD1	p53-induced death domain protein 1		10825539
HGNC:28993	9780	ENSG00000103335	16q24.3	PIEZO1	piezo type mechanosensitive ion channel component 1		20813920|21056836|21299953|21696149
HGNC:26270	63895	ENSG00000154864	18p11.22-p11.21	PIEZO2	piezo type mechanosensitive ion channel component 2		20813920|21056836|21299953
HGNC:26220	80119	ENSG00000140451	15q22.31	PIF1	PIF1 5-to-3 DNA helicase	DNA helicases	10926538|16522649
HGNC:27009	128344	ENSG00000173947	01p13.2	PIFO	primary cilia formation		20643351
HGNC:8957	5277	ENSG00000165195	Xp22.2	PIGA	phosphatidylinositol glycan anchor biosynthesis class A	Glycosyl transferases group 1 domain containing|Phosphatidylinositol glycan anchor biosynthesis	8500164
HGNC:8959	9488	ENSG00000069943	15q21.3	PIGB	phosphatidylinositol glycan anchor biosynthesis class B	Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis	8861954
HGNC:50696	101928527	ENSG00000225973	15q21.3	PIGBOS1	PIGB opposite strand 1		
HGNC:8960	5279	ENSG00000135845	01q24.3	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	Phosphatidylinositol glycan anchor biosynthesis	8806613|9325057
HGNC:8962	5281	ENSG00000151665	02p21	PIGF	phosphatidylinositol glycan anchor biosynthesis class F	Phosphatidylinositol glycan anchor biosynthesis	8575782|8463218
HGNC:25985	54872	ENSG00000174227	04p16.3	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	Phosphatidylinositol glycan anchor biosynthesis	15632136
HGNC:8964	5283	ENSG00000100564	14q24.1	PIGH	phosphatidylinositol glycan anchor biosynthesis class H	Phosphatidylinositol glycan anchor biosynthesis	8204896
HGNC:8965	10026	ENSG00000142892	01p31.1	PIGK	phosphatidylinositol glycan anchor biosynthesis class K	Phosphatidylinositol glycan anchor biosynthesis	9356492
HGNC:8966	9487	ENSG00000108474	17p11.2	PIGL	phosphatidylinositol glycan anchor biosynthesis class L	Phosphatidylinositol glycan anchor biosynthesis	10085243
HGNC:18858	93183	ENSG00000143315	01q23.2	PIGM	phosphatidylinositol glycan anchor biosynthesis class M	Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis	11226175
HGNC:8967	23556	ENSG00000197563	18q21.33	PIGN	phosphatidylinositol glycan anchor biosynthesis class N	Phosphatidylinositol glycan anchor biosynthesis	10069808|10574991
HGNC:23215	84720	ENSG00000165282	09p13.3	PIGO	phosphatidylinositol glycan anchor biosynthesis class O	Phosphatidylinositol glycan anchor biosynthesis	10781593
HGNC:3046	51227	ENSG00000185808	21q22.13	PIGP	phosphatidylinositol glycan anchor biosynthesis class P	Phosphatidylinositol glycan anchor biosynthesis	10814524|15221505
HGNC:14135	9091	ENSG00000007541	16p13.3	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	Phosphatidylinositol glycan anchor biosynthesis	9463366|9729469
HGNC:8968	5284	ENSG00000162896	01q32.1	PIGR	polymeric immunoglobulin receptor	V-set domain containing	
HGNC:14937	94005	ENSG00000087111	17q11.2	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	Phosphatidylinositol glycan anchor biosynthesis	
HGNC:14938	51604	ENSG00000124155	20q13.12	PIGT	phosphatidylinositol glycan anchor biosynthesis class T	Phosphatidylinositol glycan anchor biosynthesis	15713669
HGNC:15791	128869	ENSG00000101464	20q11.22	PIGU	phosphatidylinositol glycan anchor biosynthesis class U	Phosphatidylinositol glycan anchor biosynthesis	12802054|15034568
HGNC:26031	55650	ENSG00000060642	01p36.11	PIGV	phosphatidylinositol glycan anchor biosynthesis class V	Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis	15623507
HGNC:23213	284098	ENSG00000277161	17q12	PIGW	phosphatidylinositol glycan anchor biosynthesis class W	Phosphatidylinositol glycan anchor biosynthesis	14517336|12714589
HGNC:26046	54965	ENSG00000163964	03q29	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	Phosphatidylinositol glycan anchor biosynthesis	15635094
HGNC:28213	84992	ENSG00000255072	04q22.1	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y	Phosphatidylinositol glycan anchor biosynthesis	16162815
HGNC:30596	80235	ENSG00000119227	03q29	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z	Dolichyl D-mannosyl phosphate dependent mannosyltransferases|Phosphatidylinositol glycan anchor biosynthesis	15208306
HGNC:26075	55011	ENSG00000104872	19q13.33	PIH1D1	PIH1 domain containing 1		12477932
HGNC:25210	120379	ENSG00000150773	11q23.1	PIH1D2	PIH1 domain containing 2		12477932
HGNC:28570	139212	ENSG00000080572	Xq22.3	PIH1D3	PIH1 domain containing 3		12601173|24421334
HGNC:30034	118788	ENSG00000155629	10q24.1	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1		1251844|11163197
HGNC:8971	5286	ENSG00000011405	11p15.1	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	Phosphatidylinositol 3-kinase subunits	9337861
HGNC:8972	5287	ENSG00000133056	01q32.1	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	Phosphatidylinositol 3-kinase subunits	9144573|9830063
HGNC:8973	5288	ENSG00000139144	12p12.3	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	Phosphatidylinositol 3-kinase subunits	9878262
HGNC:8974	5289	ENSG00000078142	18q12.3	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	Phosphatidylinositol 3-kinase subunits	7628435
HGNC:8975	5290	ENSG00000121879	03q26.32	PIK3CA	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"	Phosphatidylinositol 3-kinase subunits	1322797
HGNC:8976	5291	ENSG00000051382	03q22.3	PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	Phosphatidylinositol 3-kinase subunits	8246984
HGNC:8977	5293	ENSG00000171608	01p36.22	PIK3CD	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"	Phosphatidylinositol 3-kinase subunits	9113989|9455486
HGNC:8978	5294	ENSG00000105851	07q22.3	PIK3CG	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"	Phosphatidylinositol 3-kinase subunits	
HGNC:24942	113791	ENSG00000100100	22q12.2	PIK3IP1	phosphoinositide-3-kinase interacting protein 1		12477932
HGNC:8979	5295	ENSG00000145675	05q13.1	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	SH2 domain containing	1314371|18387942
HGNC:8980	5296	ENSG00000105647	19p13.11	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2	SH2 domain containing	1314371
HGNC:8981	8503	ENSG00000117461	01p34.1	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	SH2 domain containing	9524259
HGNC:8982	30849	ENSG00000196455	03q22.1	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4	WD repeat domain containing	8999962
HGNC:30035	23533	ENSG00000141506	17p13.1	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5		12507995
HGNC:27101	146850	ENSG00000276231	17p13.1	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6		16476736
HGNC:23785	200576	ENSG00000115020	02q34	PIKFYVE	"phosphoinositide kinase, FYVE-type zinc finger containing"	Zinc fingers FYVE-type	9858586|12270933
HGNC:20396	29992	ENSG00000085514	07q22.1	PILRA	paired immunoglobin like type 2 receptor alpha	V-set domain containing	10660620
HGNC:18297	29990	ENSG00000121716	07q22.1	PILRB	paired immunoglobin-like type 2 receptor beta	V-set domain containing	10660620
HGNC:8986	5292	ENSG00000137193	06p21.2	PIM1	"Pim-1 proto-oncogene, serine/threonine kinase"		
HGNC:8987	11040	ENSG00000102096	Xp11.23	PIM2	"Pim-2 proto-oncogene, serine/threonine kinase"		9804974
HGNC:19310	415116	ENSG00000198355	22q13.33	PIM3	"Pim-3 proto-oncogene, serine/threonine kinase"		12477932
HGNC:8988	5300	ENSG00000127445	19p13	PIN1	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"	Parvulins	8606777
HGNC:8992	5303	ENSG00000102309	Xq13.1	PIN4	"peptidylprolyl cis/trans isomerase, NIMA-interacting 4"	Parvulins	16522211|17875217
HGNC:14581	65018	ENSG00000158828	01p36.12	PINK1	PTEN induced putative kinase 1	Parkinson disease associated genes	11494141|15349860
HGNC:44206	390940	ENSG00000234465	19q13.31	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing	LY6/PLAUR domain containing	
HGNC:30046	54984	ENSG00000254093	08p23	PINX1	"PIN2/TERF1 interacting, telomerase inhibitor 1"	G-patch domain containing	11003615|11701125
HGNC:8993	5304	ENSG00000159763	07q34	PIP	prolactin induced protein		2727805|1955075
HGNC:8997	5305	ENSG00000150867	10p12.2	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha		7852364|9367159
HGNC:8998	8396	ENSG00000276293	17q21.2	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta		9038203|14691457|9367159
HGNC:23786	79837	ENSG00000166908	12q13.3	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma		9367159
HGNC:8994	8394	ENSG00000143398	01q21.3	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha		8955136|10828584
HGNC:8995	8395	ENSG00000107242	09q21.11	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta		9177790|8841185
HGNC:8996	23396	ENSG00000186111	19p13.3	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma		9535851
HGNC:28711	138429	ENSG00000167103	09q34.11	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase like 1		12477932
HGNC:17804	51268	ENSG00000179761	17q11.2	PIPOX	pipecolic acid and sarcosine oxidase		10772957|10642506
HGNC:30048	8544	ENSG00000087842	Xp22.2	PIR	pirin		9079676
HGNC:37239	644139	ENSG00000233670	17p12	PIRT	phosphoinositide interacting regulator of transient receptor potential channels		18455988
HGNC:8999	23761	ENSG00000241878	22q12.2	PISD	phosphatidylserine decarboxylase		10591208
HGNC:25022	57095	ENSG00000057757	01p36.11	PITHD1	PITH domain containing 1		12477932
HGNC:9001	5306	ENSG00000174238	17p13.3	PITPNA	phosphatidylinositol transfer protein alpha	Phosphatidylinositol transfer proteins	8255295
HGNC:9002	23760	ENSG00000180957	22q12.1	PITPNB	phosphatidylinositol transfer protein beta	Phosphatidylinositol transfer proteins	10591208
HGNC:21045	26207	ENSG00000154217	17q24.3	PITPNC1	"phosphatidylinositol transfer protein, cytoplasmic 1"	Phosphatidylinositol transfer proteins	10531358
HGNC:9003	9600	ENSG00000110697	11q13.2	PITPNM1	phosphatidylinositol transfer protein membrane associated 1	Phosphatidylinositol transfer proteins	9680295
HGNC:21044	57605	ENSG00000090975	12q24.31	PITPNM2	phosphatidylinositol transfer protein membrane associated 2	Phosphatidylinositol transfer proteins	10022914
HGNC:21043	83394	ENSG00000091622	17p13.2-p13.1	PITPNM3	PITPNM family member 3	Atypical chemokine receptors|Phosphatidylinositol transfer proteins	10022914
HGNC:17663	10531	ENSG00000107959	10p15.2	PITRM1	pitrilysin metallopeptidase 1		1036083|10470851|16849325
HGNC:9004	5307	ENSG00000069011	05q31.1	PITX1	paired like homeodomain 1	PRD class homeoboxes and pseudogenes	9337397|9070926
HGNC:9005	5308	ENSG00000164093	04q25	PITX2	paired like homeodomain 2	PRD class homeoboxes and pseudogenes	9539779|7581385
HGNC:9006	5309	ENSG00000107859	10q24.32	PITX3	paired like homeodomain 3	PRD class homeoboxes and pseudogenes	9620774
HGNC:9007	9271	ENSG00000125207	12q24.33	PIWIL1	piwi like RNA-mediated gene silencing 1	Argonaute/PIWI family	9851978|12906857
HGNC:17644	55124	ENSG00000197181	08p21.3	PIWIL2	piwi like RNA-mediated gene silencing 2	Argonaute/PIWI family	11279525|12906857
HGNC:18443	440822	ENSG00000184571	22q11.23	PIWIL3	piwi like RNA-mediated gene silencing 3	Argonaute/PIWI family	12906857
HGNC:18444	143689	ENSG00000134627	11q21	PIWIL4	piwi like RNA-mediated gene silencing 4	Argonaute/PIWI family	12906857
HGNC:16648	64219	ENSG00000181191	Xq13.1	PJA1	praja ring finger ubiquitin ligase 1	Ring finger proteins	12036302
HGNC:17481	9867	ENSG00000198961	05q21.3	PJA2	praja ring finger ubiquitin ligase 2	Ring finger proteins	
HGNC:9008	5310	ENSG00000008710	16p13.3	PKD1	"polycystin 1, transient receptor potential channel interacting"	C-type lectin domain containing	19556541
HGNC:18053	168507	ENSG00000158683	07p12.3	PKD1L1	"polycystin 1 like 1, transient receptor potential channel interacting"		11863367|24336289
